day,hour,price,action,reward
1,1,13.2,1.0,-132.0
1,2,13.14,1.0,-131.4
1,3,11.83,1.0,-118.3
1,4,9.49,1.0,-94.9
1,5,8.63,1.0,-86.30000000000001
1,6,7.12,1.0,-71.2
1,7,4.06,1.0,-40.599999999999994
1,8,1.0,1.0,-10.0
1,9,8.4,1.0,-84.0
1,10,9.11,1.0,-91.1
1,11,10.18,0.0,-0.0
1,12,13.56,0.0,-0.0
1,13,18.02,1.0,-180.2
1,14,15.02,1.0,-150.2
1,15,12.58,0.0,-0.0
1,16,10.18,1.0,-101.8
1,17,9.81,0.0,-0.0
1,18,18.79,0.0,-0.0
1,19,22.7,1.0,-227.0
1,20,30.06,0.0,-0.0
1,21,27.3,0.0,-0.0
1,22,23.93,1.0,-239.3
1,23,33.49,1.0,-334.90000000000003
1,24,31.06,-1.0,248.48
2,1,23.0,1.0,-230.0
2,2,17.45,1.0,-174.5
2,3,19.12,1.0,-191.20000000000002
2,4,12.76,1.0,-127.6
2,5,10.19,1.0,-101.89999999999999
2,6,11.99,1.0,-119.9
2,7,15.65,1.0,-156.5
2,8,23.5,1.0,-235.0
2,9,28.9,0.0,-0.0
2,10,37.12,0.0,-0.0
2,11,41.82,0.0,-0.0
2,12,44.69,0.0,-0.0
2,13,47.0,0.0,-0.0
2,14,41.15,1.0,-411.5
2,15,39.25,0.0,-0.0
2,16,34.95,1.0,-349.5
2,17,37.26,0.0,-0.0
2,18,46.84,0.0,-0.0
2,19,56.49,1.0,-564.9
2,20,56.05,0.0,-0.0
2,21,45.5,0.0,-0.0
2,22,39.32,1.0,-393.2
2,23,43.0,1.0,-430.0
2,24,41.07,-1.0,328.56
3,1,39.44,1.0,-394.4
3,2,31.98,1.0,-319.8
3,3,30.0,1.0,-300.0
3,4,27.07,1.0,-270.7
3,5,19.18,1.0,-191.8
3,6,17.51,1.0,-175.10000000000002
3,7,17.03,1.0,-170.3
3,8,21.0,1.0,-210.0
3,9,28.23,0.0,-0.0
3,10,35.01,0.0,-0.0
3,11,40.0,0.0,-0.0
3,12,44.18,0.0,-0.0
3,13,47.21,0.0,-0.0
3,14,41.55,1.0,-415.5
3,15,36.54,0.0,-0.0
3,16,33.2,1.0,-332.0
3,17,26.53,0.0,-0.0
3,18,44.6,0.0,-0.0
3,19,56.85,1.0,-568.5
3,20,57.75,0.0,-0.0
3,21,49.66,0.0,-0.0
3,22,39.67,1.0,-396.70000000000005
3,23,43.55,1.0,-435.5
3,24,39.34,-1.0,314.72
4,1,37.15,1.0,-371.5
4,2,33.47,1.0,-334.7
4,3,28.0,1.0,-280.0
4,4,21.29,1.0,-212.89999999999998
4,5,16.92,1.0,-169.20000000000002
4,6,28.0,1.0,-280.0
4,7,36.43,1.0,-364.3
4,8,59.47,1.0,-594.7
4,9,59.73,0.0,-0.0
4,10,62.1,0.0,-0.0
4,11,62.74,0.0,-0.0
4,12,62.65,0.0,-0.0
4,13,62.51,0.0,-0.0
4,14,59.92,1.0,-599.2
4,15,56.0,0.0,-0.0
4,16,49.67,1.0,-496.70000000000005
4,17,54.4,0.0,-0.0
4,18,71.11,0.0,-0.0
4,19,78.77,1.0,-787.6999999999999
4,20,64.46,0.0,-0.0
4,21,50.73,0.0,-0.0
4,22,43.9,1.0,-439.0
4,23,46.58,1.0,-465.79999999999995
4,24,43.38,-1.0,347.04
5,1,37.9,1.0,-379.0
5,2,38.11,1.0,-381.1
5,3,29.99,1.0,-299.9
5,4,28.91,1.0,-289.1
5,5,27.0,1.0,-270.0
5,6,29.56,1.0,-295.59999999999997
5,7,40.94,1.0,-409.4
5,8,55.0,1.0,-550.0
5,9,55.5,0.0,-0.0
5,10,57.1,0.0,-0.0
5,11,57.0,0.0,-0.0
5,12,58.0,0.0,-0.0
5,13,57.0,0.0,-0.0
5,14,56.17,1.0,-561.7
5,15,56.28,0.0,-0.0
5,16,53.54,1.0,-535.4
5,17,56.19,0.0,-0.0
5,18,67.2,0.0,-0.0
5,19,62.0,1.0,-620.0
5,20,55.0,0.0,-0.0
5,21,49.5,0.0,-0.0
5,22,45.88,1.0,-458.8
5,23,42.68,1.0,-426.8
5,24,41.85,-1.0,334.8
6,1,48.52,1.0,-485.20000000000005
6,2,39.62,1.0,-396.2
6,3,41.25,1.0,-412.5
6,4,37.12,1.0,-371.2
6,5,32.5,1.0,-325.0
6,6,39.5,1.0,-395.0
6,7,51.69,1.0,-516.9
6,8,56.9,1.0,-569.0
6,9,56.95,0.0,-0.0
6,10,49.75,0.0,-0.0
6,11,52.31,0.0,-0.0
6,12,68.16,0.0,-0.0
6,13,66.19,0.0,-0.0
6,14,61.24,1.0,-612.4
6,15,59.7,0.0,-0.0
6,16,54.63,1.0,-546.3000000000001
6,17,51.0,0.0,-0.0
6,18,66.99,0.0,-0.0
6,19,75.0,1.0,-750.0
6,20,56.9,0.0,-0.0
6,21,43.56,0.0,-0.0
6,22,40.5,1.0,-405.0
6,23,56.36,1.0,-563.6
6,24,58.98,-1.0,471.84
7,1,40.0,1.0,-400.0
7,2,38.02,1.0,-380.20000000000005
7,3,34.99,1.0,-349.90000000000003
7,4,33.65,1.0,-336.5
7,5,32.0,1.0,-320.0
7,6,32.82,1.0,-328.2
7,7,39.1,1.0,-391.0
7,8,52.65,1.0,-526.5
7,9,59.0,0.0,-0.0
7,10,62.66,0.0,-0.0
7,11,61.1,0.0,-0.0
7,12,62.86,0.0,-0.0
7,13,63.0,0.0,-0.0
7,14,70.8,1.0,-708.0
7,15,66.4,0.0,-0.0
7,16,55.75,1.0,-557.5
7,17,60.12,0.0,-0.0
7,18,77.44,0.0,-0.0
7,19,70.0,1.0,-700.0
7,20,59.95,0.0,-0.0
7,21,54.0,0.0,-0.0
7,22,48.0,1.0,-480.0
7,23,46.47,1.0,-464.7
7,24,43.94,-1.0,351.52
8,1,47.96,1.0,-479.6
8,2,49.02,1.0,-490.20000000000005
8,3,37.0,1.0,-370.0
8,4,33.61,1.0,-336.1
8,5,32.96,1.0,-329.6
8,6,33.31,1.0,-333.1
8,7,54.9,1.0,-549.0
8,8,66.26,1.0,-662.6
8,9,75.0,0.0,-0.0
8,10,78.09,0.0,-0.0
8,11,61.45,0.0,-0.0
8,12,59.26,0.0,-0.0
8,13,57.0,0.0,-0.0
8,14,61.4,1.0,-614.0
8,15,49.01,0.0,-0.0
8,16,48.0,1.0,-480.0
8,17,49.66,0.0,-0.0
8,18,63.08,0.0,-0.0
8,19,55.63,1.0,-556.3000000000001
8,20,47.15,0.0,-0.0
8,21,41.49,0.0,-0.0
8,22,34.99,1.0,-349.90000000000003
8,23,36.04,1.0,-360.4
8,24,54.9,-1.0,439.20000000000005
9,1,30.04,1.0,-300.4
9,2,28.0,1.0,-280.0
9,3,46.16,1.0,-461.59999999999997
9,4,27.53,1.0,-275.3
9,5,25.0,1.0,-250.0
9,6,22.0,1.0,-220.0
9,7,30.24,1.0,-302.4
9,8,33.0,1.0,-330.0
9,9,37.0,0.0,-0.0
9,10,42.99,0.0,-0.0
9,11,46.59,0.0,-0.0
9,12,46.76,0.0,-0.0
9,13,47.66,0.0,-0.0
9,14,45.0,1.0,-450.0
9,15,43.6,0.0,-0.0
9,16,40.06,1.0,-400.6
9,17,45.0,0.0,-0.0
9,18,55.29,0.0,-0.0
9,19,51.61,1.0,-516.1
9,20,48.0,0.0,-0.0
9,21,48.77,0.0,-0.0
9,22,39.93,1.0,-399.3
9,23,43.24,1.0,-432.40000000000003
9,24,43.05,-1.0,344.40000000000003
10,1,66.0,1.0,-660.0
10,2,63.19,1.0,-631.9
10,3,56.18,1.0,-561.8
10,4,18.0,1.0,-180.0
10,5,0.01,1.0,-0.1
10,6,0.01,1.0,-0.1
10,7,1.0,1.0,-10.0
10,8,0.01,1.0,-0.1
10,9,20.99,0.0,-0.0
10,10,30.0,0.0,-0.0
10,11,44.65,0.0,-0.0
10,12,46.93,0.0,-0.0
10,13,46.6,0.0,-0.0
10,14,44.86,1.0,-448.6
10,15,39.99,0.0,-0.0
10,16,35.57,1.0,-355.7
10,17,39.5,0.0,-0.0
10,18,47.93,0.0,-0.0
10,19,54.0,1.0,-540.0
10,20,49.18,0.0,-0.0
10,21,45.62,0.0,-0.0
10,22,43.0,1.0,-430.0
10,23,43.0,1.0,-430.0
10,24,38.1,-1.0,304.8
11,1,59.43,1.0,-594.3
11,2,45.93,1.0,-459.3
11,3,36.09,1.0,-360.90000000000003
11,4,31.0,1.0,-310.0
11,5,30.91,1.0,-309.1
11,6,30.9,1.0,-309.0
11,7,37.31,1.0,-373.1
11,8,57.04,1.0,-570.4
11,9,70.5,0.0,-0.0
11,10,71.5,0.0,-0.0
11,11,71.0,0.0,-0.0
11,12,70.04,0.0,-0.0
11,13,68.75,0.0,-0.0
11,14,84.48,1.0,-844.8000000000001
11,15,81.52,0.0,-0.0
11,16,61.45,1.0,-614.5
11,17,72.69,0.0,-0.0
11,18,89.0,0.0,-0.0
11,19,80.66,1.0,-806.5999999999999
11,20,63.5,0.0,-0.0
11,21,49.99,0.0,-0.0
11,22,43.66,1.0,-436.59999999999997
11,23,66.19,1.0,-661.9
11,24,62.92,-1.0,503.36000000000007
12,1,63.2,1.0,-632.0
12,2,67.27,1.0,-672.6999999999999
12,3,61.85,1.0,-618.5
12,4,55.0,1.0,-550.0
12,5,53.02,1.0,-530.2
12,6,60.29,1.0,-602.9
12,7,75.0,1.0,-750.0
12,8,102.12,1.0,-1021.2
12,9,143.28,0.0,-0.0
12,10,195.56,0.0,-0.0
12,11,179.58,0.0,-0.0
12,12,158.11,0.0,-0.0
12,13,93.99,0.0,-0.0
12,14,75.17,1.0,-751.7
12,15,66.11,0.0,-0.0
12,16,66.2,1.0,-662.0
12,17,65.66,0.0,-0.0
12,18,83.73,0.0,-0.0
12,19,101.25,1.0,-1012.5
12,20,72.77,0.0,-0.0
12,21,64.15,0.0,-0.0
12,22,42.0,1.0,-420.0
12,23,61.1,1.0,-611.0
12,24,54.69,-1.0,437.52
13,1,44.96,1.0,-449.6
13,2,46.4,1.0,-464.0
13,3,45.88,1.0,-458.8
13,4,35.01,1.0,-350.09999999999997
13,5,34.28,1.0,-342.8
13,6,37.11,1.0,-371.1
13,7,53.05,1.0,-530.5
13,8,66.18,1.0,-661.8000000000001
13,9,63.92,0.0,-0.0
13,10,61.46,0.0,-0.0
13,11,62.36,0.0,-0.0
13,12,63.88,0.0,-0.0
13,13,66.46,0.0,-0.0
13,14,65.15,1.0,-651.5
13,15,63.6,0.0,-0.0
13,16,57.65,1.0,-576.5
13,17,58.29,0.0,-0.0
13,18,67.01,0.0,-0.0
13,19,72.13,1.0,-721.3
13,20,71.03,0.0,-0.0
13,21,67.5,0.0,-0.0
13,22,43.5,1.0,-435.0
13,23,51.67,1.0,-516.7
13,24,47.0,-1.0,376.0
14,1,44.09,1.0,-440.90000000000003
14,2,45.18,1.0,-451.8
14,3,41.19,1.0,-411.9
14,4,33.5,1.0,-335.0
14,5,32.21,1.0,-322.1
14,6,40.9,1.0,-409.0
14,7,51.47,1.0,-514.7
14,8,65.25,1.0,-652.5
14,9,65.58,0.0,-0.0
14,10,66.2,0.0,-0.0
14,11,66.19,0.0,-0.0
14,12,66.17,0.0,-0.0
14,13,65.29,0.0,-0.0
14,14,63.08,1.0,-630.8
14,15,62.03,0.0,-0.0
14,16,57.23,1.0,-572.3
14,17,61.11,0.0,-0.0
14,18,69.0,0.0,-0.0
14,19,87.96,1.0,-879.5999999999999
14,20,69.99,0.0,-0.0
14,21,66.19,0.0,-0.0
14,22,55.59,1.0,-555.9000000000001
14,23,55.53,1.0,-555.3
14,24,50.62,-1.0,404.96000000000004
15,1,47.73,1.0,-477.29999999999995
15,2,47.78,1.0,-477.8
15,3,42.75,1.0,-427.5
15,4,32.99,1.0,-329.90000000000003
15,5,32.0,1.0,-320.0
15,6,39.84,1.0,-398.40000000000003
15,7,48.96,1.0,-489.6
15,8,65.0,1.0,-650.0
15,9,65.17,0.0,-0.0
15,10,64.82,0.0,-0.0
15,11,66.18,0.0,-0.0
15,12,66.0,0.0,-0.0
15,13,62.93,0.0,-0.0
15,14,62.13,1.0,-621.3000000000001
15,15,57.95,0.0,-0.0
15,16,50.41,1.0,-504.09999999999997
15,17,53.8,0.0,-0.0
15,18,63.02,0.0,-0.0
15,19,67.44,1.0,-674.4
15,20,66.99,0.0,-0.0
15,21,60.95,0.0,-0.0
15,22,50.77,1.0,-507.70000000000005
15,23,53.06,1.0,-530.6
15,24,53.86,-1.0,430.88000000000005
16,1,42.56,1.0,-425.6
16,2,40.74,1.0,-407.40000000000003
16,3,37.56,1.0,-375.6
16,4,34.01,1.0,-340.09999999999997
16,5,31.76,1.0,-317.6
16,6,29.8,1.0,-298.0
16,7,29.2,1.0,-292.0
16,8,27.67,1.0,-276.70000000000005
16,9,36.67,0.0,-0.0
16,10,43.0,0.0,-0.0
16,11,45.34,0.0,-0.0
16,12,46.0,0.0,-0.0
16,13,43.0,0.0,-0.0
16,14,39.59,1.0,-395.90000000000003
16,15,37.93,0.0,-0.0
16,16,34.87,1.0,-348.7
16,17,34.3,0.0,-0.0
16,18,44.8,0.0,-0.0
16,19,53.12,1.0,-531.1999999999999
16,20,39.93,0.0,-0.0
16,21,34.2,0.0,-0.0
16,22,37.0,1.0,-370.0
16,23,47.03,1.0,-470.3
16,24,47.08,-1.0,376.64
17,1,41.78,1.0,-417.8
17,2,40.17,1.0,-401.70000000000005
17,3,30.91,1.0,-309.1
17,4,17.0,1.0,-170.0
17,5,14.79,1.0,-147.89999999999998
17,6,12.31,1.0,-123.10000000000001
17,7,11.93,1.0,-119.3
17,8,14.0,1.0,-140.0
17,9,21.25,0.0,-0.0
17,10,32.99,0.0,-0.0
17,11,40.0,0.0,-0.0
17,12,40.5,0.0,-0.0
17,13,38.0,0.0,-0.0
17,14,34.94,1.0,-349.4
17,15,30.0,0.0,-0.0
17,16,27.0,1.0,-270.0
17,17,27.67,0.0,-0.0
17,18,38.68,0.0,-0.0
17,19,41.11,1.0,-411.1
17,20,43.0,0.0,-0.0
17,21,43.71,0.0,-0.0
17,22,42.65,1.0,-426.5
17,23,45.21,1.0,-452.1
17,24,42.73,-1.0,341.84
18,1,32.01,1.0,-320.09999999999997
18,2,31.0,1.0,-310.0
18,3,26.44,1.0,-264.40000000000003
18,4,19.15,1.0,-191.5
18,5,19.0,1.0,-190.0
18,6,26.21,1.0,-262.1
18,7,40.2,1.0,-402.0
18,8,61.53,1.0,-615.3
18,9,60.21,0.0,-0.0
18,10,59.99,0.0,-0.0
18,11,59.3,0.0,-0.0
18,12,59.12,0.0,-0.0
18,13,57.34,0.0,-0.0
18,14,54.93,1.0,-549.3
18,15,50.91,0.0,-0.0
18,16,48.33,1.0,-483.29999999999995
18,17,52.8,0.0,-0.0
18,18,62.07,0.0,-0.0
18,19,68.27,1.0,-682.6999999999999
18,20,54.75,0.0,-0.0
18,21,47.8,0.0,-0.0
18,22,43.54,1.0,-435.4
18,23,47.91,1.0,-479.09999999999997
18,24,42.31,-1.0,338.48
19,1,39.93,1.0,-399.3
19,2,38.67,1.0,-386.70000000000005
19,3,33.99,1.0,-339.90000000000003
19,4,30.91,1.0,-309.1
19,5,29.0,1.0,-290.0
19,6,36.53,1.0,-365.3
19,7,49.59,1.0,-495.90000000000003
19,8,57.0,1.0,-570.0
19,9,59.08,0.0,-0.0
19,10,58.68,0.0,-0.0
19,11,58.57,0.0,-0.0
19,12,58.41,0.0,-0.0
19,13,57.63,0.0,-0.0
19,14,53.63,1.0,-536.3000000000001
19,15,52.05,0.0,-0.0
19,16,49.01,1.0,-490.09999999999997
19,17,50.75,0.0,-0.0
19,18,60.0,0.0,-0.0
19,19,65.46,1.0,-654.5999999999999
19,20,58.87,0.0,-0.0
19,21,50.86,0.0,-0.0
19,22,43.4,1.0,-434.0
19,23,47.66,1.0,-476.59999999999997
19,24,43.79,-1.0,350.32
20,1,38.57,1.0,-385.7
20,2,37.33,1.0,-373.29999999999995
20,3,31.64,1.0,-316.4
20,4,29.31,1.0,-293.09999999999997
20,5,28.91,1.0,-289.1
20,6,32.96,1.0,-329.6
20,7,43.08,1.0,-430.79999999999995
20,8,58.0,1.0,-580.0
20,9,56.44,0.0,-0.0
20,10,56.87,0.0,-0.0
20,11,58.62,0.0,-0.0
20,12,53.09,0.0,-0.0
20,13,51.0,0.0,-0.0
20,14,52.46,1.0,-524.6
20,15,54.68,0.0,-0.0
20,16,49.78,1.0,-497.8
20,17,49.99,0.0,-0.0
20,18,54.93,0.0,-0.0
20,19,63.84,1.0,-638.4000000000001
20,20,47.1,0.0,-0.0
20,21,46.83,0.0,-0.0
20,22,43.0,1.0,-430.0
20,23,44.99,1.0,-449.90000000000003
20,24,41.02,-1.0,328.1600000000001
21,1,37.51,1.0,-375.09999999999997
21,2,36.12,1.0,-361.2
21,3,33.05,1.0,-330.5
21,4,28.81,1.0,-288.09999999999997
21,5,27.54,1.0,-275.4
21,6,34.0,1.0,-340.0
21,7,41.3,1.0,-413.0
21,8,53.18,1.0,-531.8
21,9,55.27,0.0,-0.0
21,10,52.5,0.0,-0.0
21,11,53.0,0.0,-0.0
21,12,53.5,0.0,-0.0
21,13,50.5,0.0,-0.0
21,14,52.29,1.0,-522.9
21,15,50.22,0.0,-0.0
21,16,48.09,1.0,-480.90000000000003
21,17,49.94,0.0,-0.0
21,18,56.27,0.0,-0.0
21,19,63.16,1.0,-631.5999999999999
21,20,47.58,0.0,-0.0
21,21,44.93,0.0,-0.0
21,22,42.0,1.0,-420.0
21,23,45.0,1.0,-450.0
21,24,40.47,-1.0,323.76
22,1,37.75,1.0,-377.5
22,2,37.1,1.0,-371.0
22,3,32.48,1.0,-324.79999999999995
22,4,30.3,1.0,-303.0
22,5,29.34,1.0,-293.4
22,6,31.34,1.0,-313.4
22,7,40.86,1.0,-408.6
22,8,54.14,1.0,-541.4
22,9,55.0,0.0,-0.0
22,10,56.7,0.0,-0.0
22,11,54.56,0.0,-0.0
22,12,55.39,0.0,-0.0
22,13,52.92,0.0,-0.0
22,14,50.0,1.0,-500.0
22,15,48.45,0.0,-0.0
22,16,44.96,1.0,-449.6
22,17,45.5,0.0,-0.0
22,18,51.22,0.0,-0.0
22,19,51.43,1.0,-514.3
22,20,44.88,0.0,-0.0
22,21,41.5,0.0,-0.0
22,22,42.4,1.0,-424.0
22,23,43.47,1.0,-434.7
22,24,40.51,-1.0,324.08
23,1,41.27,1.0,-412.70000000000005
23,2,39.09,1.0,-390.90000000000003
23,3,35.0,1.0,-350.0
23,4,30.95,1.0,-309.5
23,5,28.5,1.0,-285.0
23,6,29.58,1.0,-295.79999999999995
23,7,29.77,1.0,-297.7
23,8,35.0,1.0,-350.0
23,9,39.93,0.0,-0.0
23,10,43.0,0.0,-0.0
23,11,46.79,0.0,-0.0
23,12,48.66,0.0,-0.0
23,13,52.89,0.0,-0.0
23,14,46.15,1.0,-461.5
23,15,43.41,0.0,-0.0
23,16,41.45,1.0,-414.5
23,17,41.96,0.0,-0.0
23,18,45.78,0.0,-0.0
23,19,53.19,1.0,-531.9
23,20,52.83,0.0,-0.0
23,21,46.29,0.0,-0.0
23,22,41.19,1.0,-411.9
23,23,43.01,1.0,-430.09999999999997
23,24,42.0,-1.0,336.0
24,1,42.07,1.0,-420.7
24,2,41.83,1.0,-418.29999999999995
24,3,40.09,1.0,-400.90000000000003
24,4,33.28,1.0,-332.8
24,5,26.67,1.0,-266.70000000000005
24,6,22.0,1.0,-220.0
24,7,20.05,1.0,-200.5
24,8,27.85,1.0,-278.5
24,9,31.16,0.0,-0.0
24,10,36.57,0.0,-0.0
24,11,42.76,0.0,-0.0
24,12,46.09,0.0,-0.0
24,13,48.6,0.0,-0.0
24,14,42.61,1.0,-426.1
24,15,37.82,0.0,-0.0
24,16,34.4,1.0,-344.0
24,17,34.84,0.0,-0.0
24,18,42.15,0.0,-0.0
24,19,50.08,1.0,-500.79999999999995
24,20,49.48,0.0,-0.0
24,21,45.68,0.0,-0.0
24,22,42.42,1.0,-424.20000000000005
24,23,43.16,1.0,-431.59999999999997
24,24,42.63,-1.0,341.04
25,1,37.71,1.0,-377.1
25,2,34.15,1.0,-341.5
25,3,31.0,1.0,-310.0
25,4,27.0,1.0,-270.0
25,5,27.97,1.0,-279.7
25,6,33.0,1.0,-330.0
25,7,43.45,1.0,-434.5
25,8,53.6,1.0,-536.0
25,9,57.11,0.0,-0.0
25,10,61.0,0.0,-0.0
25,11,62.7,0.0,-0.0
25,12,62.7,0.0,-0.0
25,13,59.04,0.0,-0.0
25,14,60.04,1.0,-600.4
25,15,55.58,0.0,-0.0
25,16,50.66,1.0,-506.59999999999997
25,17,51.0,0.0,-0.0
25,18,60.67,0.0,-0.0
25,19,58.85,1.0,-588.5
25,20,50.0,0.0,-0.0
25,21,49.9,0.0,-0.0
25,22,44.37,1.0,-443.7
25,23,42.89,1.0,-428.9
25,24,39.84,-1.0,318.72
26,1,41.91,1.0,-419.09999999999997
26,2,40.0,1.0,-400.0
26,3,36.25,1.0,-362.5
26,4,31.08,1.0,-310.79999999999995
26,5,30.0,1.0,-300.0
26,6,37.01,1.0,-370.09999999999997
26,7,44.11,1.0,-441.1
26,8,56.3,1.0,-563.0
26,9,60.61,0.0,-0.0
26,10,62.38,0.0,-0.0
26,11,63.34,0.0,-0.0
26,12,63.0,0.0,-0.0
26,13,62.2,0.0,-0.0
26,14,60.66,1.0,-606.5999999999999
26,15,58.35,0.0,-0.0
26,16,54.94,1.0,-549.4
26,17,55.0,0.0,-0.0
26,18,66.19,0.0,-0.0
26,19,70.18,1.0,-701.8000000000001
26,20,61.07,0.0,-0.0
26,21,50.77,0.0,-0.0
26,22,46.72,1.0,-467.2
26,23,46.1,1.0,-461.0
26,24,45.68,-1.0,365.44000000000005
27,1,49.89,1.0,-498.9
27,2,46.03,1.0,-460.3
27,3,43.02,1.0,-430.20000000000005
27,4,35.94,1.0,-359.4
27,5,33.5,1.0,-335.0
27,6,34.81,1.0,-348.1
27,7,46.7,1.0,-467.0
27,8,60.97,1.0,-609.7
27,9,66.51,0.0,-0.0
27,10,79.08,0.0,-0.0
27,11,72.67,0.0,-0.0
27,12,65.5,0.0,-0.0
27,13,66.18,0.0,-0.0
27,14,62.92,1.0,-629.2
27,15,59.22,0.0,-0.0
27,16,51.1,1.0,-511.0
27,17,47.86,0.0,-0.0
27,18,52.0,0.0,-0.0
27,19,52.0,1.0,-520.0
27,20,44.93,0.0,-0.0
27,21,38.0,0.0,-0.0
27,22,33.98,1.0,-339.79999999999995
27,23,44.1,1.0,-441.0
27,24,45.52,-1.0,364.1600000000001
28,1,43.86,1.0,-438.6
28,2,44.77,1.0,-447.70000000000005
28,3,43.04,1.0,-430.4
28,4,35.21,1.0,-352.1
28,5,34.5,1.0,-345.0
28,6,43.15,1.0,-431.5
28,7,56.18,1.0,-561.8
28,8,65.99,1.0,-659.9
28,9,63.2,0.0,-0.0
28,10,63.07,0.0,-0.0
28,11,61.26,0.0,-0.0
28,12,61.34,0.0,-0.0
28,13,56.19,0.0,-0.0
28,14,55.0,1.0,-550.0
28,15,54.55,0.0,-0.0
28,16,51.92,1.0,-519.2
28,17,51.67,0.0,-0.0
28,18,53.43,0.0,-0.0
28,19,76.86,1.0,-768.6
28,20,51.0,0.0,-0.0
28,21,47.0,0.0,-0.0
28,22,41.5,1.0,-415.0
28,23,47.17,1.0,-471.70000000000005
28,24,47.02,-1.0,376.1600000000001
29,1,50.14,1.0,-501.4
29,2,46.32,1.0,-463.2
29,3,35.0,1.0,-350.0
29,4,32.0,1.0,-320.0
29,5,31.5,1.0,-315.0
29,6,35.27,1.0,-352.70000000000005
29,7,60.11,1.0,-601.1
29,8,66.26,1.0,-662.6
29,9,67.0,0.0,-0.0
29,10,67.75,0.0,-0.0
29,11,68.0,0.0,-0.0
29,12,69.0,0.0,-0.0
29,13,67.3,0.0,-0.0
29,14,65.84,1.0,-658.4000000000001
29,15,65.4,0.0,-0.0
29,16,51.0,1.0,-510.0
29,17,50.0,0.0,-0.0
29,18,55.0,0.0,-0.0
29,19,58.5,1.0,-585.0
29,20,55.0,0.0,-0.0
29,21,48.94,0.0,-0.0
29,22,42.0,1.0,-420.0
29,23,59.5,1.0,-595.0
29,24,58.96,-1.0,471.68000000000006
30,1,46.61,1.0,-466.1
30,2,46.33,1.0,-463.29999999999995
30,3,30.0,1.0,-300.0
30,4,28.0,1.0,-280.0
30,5,27.92,1.0,-279.20000000000005
30,6,29.0,1.0,-290.0
30,7,29.34,1.0,-293.4
30,8,33.5,1.0,-335.0
30,9,36.0,0.0,-0.0
30,10,43.56,0.0,-0.0
30,11,47.67,0.0,-0.0
30,12,50.1,0.0,-0.0
30,13,48.39,0.0,-0.0
30,14,44.0,1.0,-440.0
30,15,41.04,0.0,-0.0
30,16,42.0,1.0,-420.0
30,17,44.36,0.0,-0.0
30,18,49.93,0.0,-0.0
30,19,57.0,1.0,-570.0
30,20,50.0,0.0,-0.0
30,21,46.69,0.0,-0.0
30,22,41.26,1.0,-412.59999999999997
30,23,43.5,1.0,-435.0
30,24,42.97,-1.0,343.76
31,1,55.77,1.0,-557.7
31,2,55.11,1.0,-551.1
31,3,32.0,1.0,-320.0
31,4,28.72,1.0,-287.2
31,5,26.29,1.0,-262.9
31,6,23.04,1.0,-230.39999999999998
31,7,16.04,1.0,-160.39999999999998
31,8,18.44,1.0,-184.4
31,9,25.59,0.0,-0.0
31,10,32.17,0.0,-0.0
31,11,37.0,0.0,-0.0
31,12,42.5,0.0,-0.0
31,13,43.75,0.0,-0.0
31,14,38.99,1.0,-389.90000000000003
31,15,34.2,0.0,-0.0
31,16,31.97,1.0,-319.7
31,17,34.93,0.0,-0.0
31,18,48.36,0.0,-0.0
31,19,55.0,1.0,-550.0
31,20,50.0,0.0,-0.0
31,21,45.0,0.0,-0.0
31,22,41.28,1.0,-412.8
31,23,43.67,1.0,-436.70000000000005
31,24,51.75,-1.0,414.0
32,1,36.5,1.0,-365.0
32,2,34.0,1.0,-340.0
32,3,30.65,1.0,-306.5
32,4,29.93,1.0,-299.3
32,5,27.8,1.0,-278.0
32,6,31.0,1.0,-310.0
32,7,69.57,1.0,-695.6999999999999
32,8,74.23,1.0,-742.3000000000001
32,9,63.54,0.0,-0.0
32,10,65.0,0.0,-0.0
32,11,65.0,0.0,-0.0
32,12,69.0,0.0,-0.0
32,13,65.25,0.0,-0.0
32,14,64.43,1.0,-644.3000000000001
32,15,62.33,0.0,-0.0
32,16,55.92,1.0,-559.2
32,17,56.5,0.0,-0.0
32,18,71.53,0.0,-0.0
32,19,109.72,1.0,-1097.2
32,20,91.01,0.0,-0.0
32,21,50.5,0.0,-0.0
32,22,43.05,1.0,-430.5
32,23,56.29,1.0,-562.9
32,24,56.96,-1.0,455.68000000000006
33,1,39.33,1.0,-393.29999999999995
33,2,40.75,1.0,-407.5
33,3,31.5,1.0,-315.0
33,4,29.0,1.0,-290.0
33,5,28.0,1.0,-280.0
33,6,30.5,1.0,-305.0
33,7,53.03,1.0,-530.3
33,8,65.99,1.0,-659.9
33,9,71.97,0.0,-0.0
33,10,72.0,0.0,-0.0
33,11,49.0,0.0,-0.0
33,12,65.81,0.0,-0.0
33,13,60.24,0.0,-0.0
33,14,60.67,1.0,-606.7
33,15,58.99,0.0,-0.0
33,16,53.02,1.0,-530.2
33,17,52.9,0.0,-0.0
33,18,53.02,0.0,-0.0
33,19,75.18,1.0,-751.8000000000001
33,20,66.01,0.0,-0.0
33,21,56.0,0.0,-0.0
33,22,35.53,1.0,-355.3
33,23,48.59,1.0,-485.90000000000003
33,24,45.17,-1.0,361.36000000000007
34,1,39.85,1.0,-398.5
34,2,42.29,1.0,-422.9
34,3,30.0,1.0,-300.0
